user;document;corpus;paragraph;system_relevance;perceived_relevance;system_relevance_type;f_average_fixation_duration;f_average_forward_saccades_length;f_regression_ratio;f_thorough_reading_ratio;f_coherently_read_text_length
B07;g-rel_q076-1;g-rel;0;True;True;r;0.37100281364277937;185.46793203326254;0.0;0.8393790577743351;12125.359780776935
B07;g-rel_q122-2;g-rel;0;False;False;i;0.30506560098768637;203.66497020088372;0.0;0.700302109972225;1715.2907664802967
B07;g-rel_q116-1;g-rel;0;True;True;r;0.40501688529910423;175.6157176338723;0.0;0.8294969116828953;9357.675149123754
B08;g-rel_q134-3;g-rel;0;False;False;t;0.2668572741649306;168.21467322365484;0.0;0.8682324760448854;8060.946067903679
B08;g-rel_q085-2;g-rel;0;False;False;i;0.2944874018207407;176.9093970857536;0.0;0.8347603415621834;2150.353508720124
B08;g-rel_q122-2;g-rel;0;False;False;i;0.29221038902063234;181.16074790155258;0.0;1.0;2922.8114549717607
B08;g-rel_q088-1;g-rel;0;False;False;t;0.28107752038328127;175.8410985814988;0.0;0.7479200945518016;3844.578582427607
B08;g-rel_q116-1;g-rel;0;True;True;r;0.2910394351016175;158.58105590388442;0.0;1.0;8993.176540360475
B08;g-rel_q118-1;g-rel;0;True;True;r;0.27658141928517016;169.89122635251533;0.0;1.0;14363.466822534912
B08;g-rel_q094-2;g-rel;0;False;True;t;0.35114929196024686;167.42834488015893;0.0;1.0;15451.618969380752
B08;g-rel_q075-1;g-rel;0;False;False;i;0.2837854727410495;182.07916119886622;0.0;0.43914559474102394;2394.2598065121
B08;g-rel_q097-2;g-rel;0;False;False;t;0.2908295292489368;180.37483221829484;0.0;0.5299459962885502;6642.087729113019
B08;g-rel_q103-1;g-rel;0;False;False;i;0.30123479261883507;170.87363510452118;0.0;0.8326711374986202;3468.198617354694
B08;g-rel_q128-1;g-rel;0;True;True;r;0.28424717474273004;181.38630607717735;0.0;0.7009363831920151;5534.384609351135
B08;g-rel_q076-1;g-rel;0;True;True;r;0.2738806004075251;175.4862664470817;0.0;0.7128298132751386;4295.235819395538
B09;g-rel_q118-1;g-rel;0;True;True;r;0.36291539576427867;168.0857463613659;0.0;0.8411575401563057;6876.282506150993
B09;g-rel_q122-2;g-rel;0;False;False;i;0.4053450591883929;166.4925454571793;0.0;0.9119035171717016;11659.692118741395
B09;g-rel_q103-1;g-rel;0;False;False;i;0.3350881981160857;189.91428931023077;0.0;0.6177295685404259;5889.651225381126
B09;g-rel_q134-3;g-rel;0;False;False;t;0.4065437811901954;170.10699350290912;0.0;0.9389305951899625;9321.085248655974
B09;g-rel_q085-2;g-rel;0;False;False;i;0.40178097012353775;180.68874600382506;0.0;0.8939191818777458;7360.5861890284605
B09;g-rel_q094-2;g-rel;0;False;False;t;0.44074100685958195;164.71291792508157;0.0;0.948721092447832;15143.973818492235
B09;g-rel_q097-2;g-rel;0;False;True;t;0.42821285543957216;141.94260939408247;0.0;0.9597763619588925;19175.78582538765
B09;g-rel_q116-1;g-rel;0;True;True;r;0.3764339650650144;164.30493480637455;0.0;0.9688111190427423;15648.890477227405
B09;g-rel_q128-1;g-rel;0;True;True;r;0.34323775111600713;166.35679685486585;0.0;0.9078056862807312;9833.386529926065
B09;g-rel_q076-1;g-rel;0;True;True;r;0.36275857002005973;164.84887692723166;0.0;0.9193664906834168;16087.460941503892
B09;g-rel_q075-1;g-rel;0;False;False;i;0.4351470748902151;173.25133488639648;0.0;1.0;19972.331096690887
B09;g-rel_q088-1;g-rel;0;False;True;t;0.39987723944172876;165.79470790456307;0.0;0.931218113501165;13616.001746909102
B10;g-rel_q076-1;g-rel;0;True;False;r;0.4357415279983577;152.08609538116306;0.0;1.0;16863.508631531546
B10;g-rel_q134-3;g-rel;0;False;False;t;0.28704422437204136;163.52729831514375;0.0;0.8854017109070429;9081.600974104693
B10;g-rel_q094-2;g-rel;0;False;False;t;0.29298807502010943;164.5062171349547;0.0;0.8958239724326938;12878.87487415128
B10;g-rel_q088-1;g-rel;0;False;False;t;0.36598750207585856;151.0977923397625;0.0;1.0;20506.49181021766
B10;g-rel_q075-1;g-rel;0;False;False;i;0.3619838295300062;149.40948833431457;0.0;0.9560643124468449;23858.992303587765
B10;g-rel_q122-2;g-rel;0;False;False;i;0.3285175564765265;157.3374312019948;0.0;1.0;16789.712030154627
B10;g-rel_q103-1;g-rel;0;False;False;i;0.2873169497332789;160.58912412488112;0.0;0.8027585595282261;3349.587796582246
B10;g-rel_q118-1;g-rel;0;True;True;r;0.29248249522992287;166.59026428995318;0.0;0.9545430151374036;15219.13965278633
B10;g-rel_q128-1;g-rel;0;True;True;r;0.334261755266844;158.46716950267125;0.0;0.9346242485816045;11330.151772829397
B10;g-rel_q097-2;g-rel;0;False;False;t;0.30364540808959506;153.27615180200218;0.0;1.0;9167.854046905199
B10;g-rel_q085-2;g-rel;0;False;False;i;0.24000372942603498;173.11666278662744;0.0;1.0;3822.5563052853913
B10;g-rel_q116-1;g-rel;0;True;True;r;0.2983630975759467;162.57632161939097;0.0;1.0;9864.32448320812
B11;g-rel_q075-1;g-rel;0;False;False;i;0.3544226104470969;169.9843312713158;0.0;0.8716574529126556;14619.1071913348
B11;g-rel_q128-1;g-rel;0;True;True;r;0.32381669538525776;161.1566271259201;0.0;1.0;11587.704182699972
B11;g-rel_q076-1;g-rel;0;True;True;r;0.26723570341452035;172.81017443843737;0.0;0.7341637626072364;3666.6451294647027
B11;g-rel_q134-3;g-rel;0;False;True;t;0.33968332251159467;153.45990213617938;0.0;0.8984784062654185;10313.214863012232
B11;g-rel_q088-1;g-rel;0;False;False;t;0.34128154530101956;163.8292619386773;0.0;1.0;18831.162229082824
B11;g-rel_q122-2;g-rel;0;False;False;i;0.32569668218986647;152.04493602791646;0.0;0.9584985089190068;28720.06760891457
B11;g-rel_q097-2;g-rel;0;False;False;t;0.3428652056662791;147.40834690433036;0.0;1.0;25768.6642881713
B11;g-rel_q103-1;g-rel;0;False;False;i;0.34686225810919513;173.18950840747348;0.0;1.0;10886.242196984349
B11;g-rel_q116-1;g-rel;0;True;False;r;0.29316419317744913;147.94619591977101;0.0;0.9350048354574454;13288.118149043374
B11;g-rel_q118-1;g-rel;0;True;True;r;0.32370518043458757;161.30290388053197;0.0;1.0;0.0
B11;g-rel_q094-2;g-rel;0;False;True;t;0.33275064380029024;151.58230900489752;0.0;1.0;0.0
B11;g-rel_q085-2;g-rel;0;False;False;i;0.2783480489319139;147.9632419641299;0.0;0.8849953152060028;3125.509494293268
B12;g-rel_q097-2;g-rel;0;False;False;t;0.3095248470369577;156.93183860420055;0.0;1.0;16462.76468932903
B12;g-rel_q116-1;g-rel;0;True;True;r;0.2922156260545023;172.92785139386567;0.0;0.9049135700455685;12956.195295032274
B12;g-rel_q128-1;g-rel;0;True;True;r;0.3296889085820652;190.05547673538808;0.0;0.9019797085675123;7600.203687888827
B12;g-rel_q118-1;g-rel;0;True;True;r;0.28989605631294263;160.62220102771045;0.0;1.0;17468.19404053419
B12;g-rel_q094-2;g-rel;0;False;False;t;0.27063411635850065;172.88118650049282;0.0;1.0;7493.842580189521
B12;g-rel_q075-1;g-rel;0;False;False;i;0.23597547864111007;123.85390602534189;0.0;1.0;5415.315105911028
B12;g-rel_q085-2;g-rel;0;False;False;i;0.24934970904720255;169.88820756704104;0.0;0.8706679113319158;14068.95079465561
B12;g-rel_q076-1;g-rel;0;True;False;r;0.2962772083441582;163.60010796660146;0.0;1.0;13086.43824501982
B12;g-rel_q103-1;g-rel;0;False;False;i;0.2668189703787582;177.93118439622347;0.0;0.93436709573359;8479.822397648153
B12;g-rel_q122-2;g-rel;0;False;False;i;0.24090334837797214;177.04298719183834;0.0;0.8029638586302694;6105.456074052804
B12;g-rel_q134-3;g-rel;0;False;False;t;0.30442078428533387;168.7884605394845;0.0;0.9135346716632494;13634.800831872748
B12;g-rel_q088-1;g-rel;0;False;False;t;0.2689841521219415;183.54797180175672;0.0;0.7343789086545298;6493.919726597944
B13;g-rel_q103-1;g-rel;0;False;False;i;0.2568737899170261;149.70590469120305;0.0;1.0;8919.828488650164
B13;g-rel_q116-1;g-rel;0;True;True;r;0.2964382353317448;160.36461779660306;0.0;0.8750155747633315;6542.370545904084
B13;g-rel_q088-1;g-rel;0;False;False;t;0.2860697556399503;168.25327739890213;0.0;0.867350214401997;6089.84322235546
B13;g-rel_q118-1;g-rel;0;True;True;r;0.2971626613498693;145.8419659375931;0.0;1.0;12752.640396340292
B13;g-rel_q122-2;g-rel;0;False;False;i;0.26326101539722346;171.04344074392327;0.0;0.8924360252117369;8686.747192342313
B13;g-rel_q097-2;g-rel;0;False;False;t;0.28733080204813544;161.67949825976217;0.0;0.9642469979494258;8285.41758439149
B13;g-rel_q094-2;g-rel;0;False;True;t;0.3488164868241653;150.45200897572775;0.0;0.947058764264147;18222.20891270492
B13;g-rel_q085-2;g-rel;0;False;False;i;0.2831762655136142;176.8211413340193;0.0;0.8342979550457187;2974.898935611719
B13;g-rel_q076-1;g-rel;0;True;True;r;0.31645735591953383;160.2316013432309;0.0;0.9346741101561218;1309.152090326681
B13;g-rel_q075-1;g-rel;0;False;False;i;0.30395052198404493;172.48688077291484;0.0;1.0;16827.41798213456
B13;g-rel_q134-3;g-rel;0;False;False;t;0.3555643704018077;153.27006195762075;0.0;0.946302601559347;14618.974834639905
B13;g-rel_q128-1;g-rel;0;True;True;r;0.31831060395156846;184.18916076590799;0.0;0.7760627024933675;2691.7077534480445
