timestamp|gaze_x|gaze_y|fixation_x|fixation_y|fixation_id|scroll_y|paragraph_id|fixation_paragraph_id|enter|hover|leave|abs_y
0.0|2042.79205303265|300.10245113870997|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|300.10245113870997
0.012054981738441566|2042.37563645304|298.65229171318504|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|298.65229171318504
0.024109963476883132|2041.95921987343|297.2021322876601|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|297.2021322876601
0.0361649452153247|2041.8548356925048|297.0313868215601|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|297.0313868215601
0.048219926953766264|2041.75045151158|296.8606413554601|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.8606413554601
0.06027490869220783|2041.739467176835|296.52604950011505|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.52604950011505
0.0723298904306494|2041.72848284209|296.19145764477|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.19145764477
0.08438487216909096|2041.72814176143|296.21533923441996|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.21533923441996
0.09643985390753253|2041.72780068077|296.2392208240699|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.2392208240699
0.10849483564597409|2040.674672304395|296.39045310848996|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.39045310848996
0.12054981738441566|2039.62154392802|296.54168539291004|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.54168539291004
0.13260479912285722|2039.93141858942|298.57170369590995|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|298.57170369590995
0.1446597808612988|2039.78438936014|299.0650404855801|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|299.0650404855801
0.15671476259974035|2039.74737318069|299.1567056091601|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|299.1567056091601
0.16876974433818193|2039.98190797811|299.71893985003|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|299.71893985003
0.18082472607662348|2040.01706094713|300.029495324295|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|300.029495324295
0.19287970781506505|2040.05221391615|300.34005079856|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|300.34005079856
0.20493468955350663|2039.36242564639|300.6284039633099|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|300.6284039633099
0.21698967129194818|2039.11235110591|299.86042890810995|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|299.86042890810995
0.22904465303038976|2038.9233043412|299.61985350998|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|299.61985350998
0.2410996347688313|2039.06259615796|299.39926445795004|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|299.39926445795004
0.2531546165072729|2039.2326133630565|297.91431105379|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|297.91431105379
0.26520959824571444|2039.4026305681534|296.42935764963|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|296.42935764963
0.277264579984156|2039.57264777325|294.94440424546997|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|294.94440424546997
0.2893195617225976|2039.40556676755|291.8495310128801|2037.746053657331|300.31016453089177|0|1.0|-2|3|None|None|None|291.8495310128801
