user;document;corpus;paragraph;visit;system_relevance;perceived_relevance;system_relevance_type;method;f_total_time;f_fixn_n;f_fixn_dur_sum;f_fixn_dur_avg;f_fixn_dur_sd;f_scan_distance_h;f_scan_distance_v;f_scan_distance_euclid;f_scan_hv_ratio;f_avg_sacc_length;f_scan_speed_h;f_scan_speed_v;f_scan_speed;f_box_area;f_box_area_per_time;f_fixns_per_box_area;f_hull_area_per_time;f_fixns_per_hull_area
A01;nq_7p_a1_Mzgy;nq;0;;False;True;i;LongestVisitFeatureExtractor;4.69932910956748;17.0;3.5305216130853134;0.2076777419461949;0.083125992322929;3.4024826005043396;0.8351498955150551;3.5251694316118556;4.074098097570801;0.22032308947574097;0.7240358189804458;0.1777168349019763;0.7501431266933137;2.841582988302992;0.6046784385706767;0.1671519404884113;0.06401669267593076;56.509286910564064
A01;nq_7p_a1_Mzgy;nq;1;;True;True;r;LongestVisitFeatureExtractor;13.459360552274042;49.0;11.157894244767926;0.22771212744424338;0.11379895379821185;8.410302121527668;1.9284766144146896;8.84509332746213;4.361111801233987;0.18427277765546105;0.6248663960567351;0.1432814439382012;0.6571703977398613;16.21907096152836;1.205040231929001;0.3310014481944563;0.04595767428225799;79.21612785709945
A01;nq_7p_a1_Mzgy;nq;2;;False;False;i;LongestVisitFeatureExtractor;10.001136310105153;40.0;7.892462991709515;0.19731157479273786;0.09467488406850168;7.131121878543581;2.7907729760993547;8.393745120858883;2.555249724580143;0.2152242338681765;0.7130311654025046;0.27904558937763463;0.839279143948657;19.90134222791029;1.989908107521939;0.49753355569775726;0.0661151433141871;60.49363772220499
A01;nq_7p_a1_Mzgy;nq;3;;False;False;i;LongestVisitFeatureExtractor;13.844946530494965;55.0;10.615663962894772;0.1930120720526322;0.10045950309526028;11.732750097813096;2.039615977121605;12.165714353176;5.752430962210281;0.2252910065402963;0.8474391773179093;0.14731844378229517;0.878711544777708;23.930304555074663;1.7284504856963965;0.43509644645590295;0.04529801982678183;87.69850482674234
A01;nq_7p_a1_Mzgy;nq;4;;False;False;i;LongestVisitFeatureExtractor;5.0005681550525765;21.0;3.7835624112927846;0.18016963863298974;0.06800787558896655;3.6130187251131782;1.4621878205921846;4.096578419620907;2.470967596796087;0.20482892098104535;0.7225216441580908;0.2924043379180402;0.8192225948328936;5.2829119754319915;1.0564623482022006;0.25156723692533295;0.07905513773417294;53.12144060897368
A01;nq_7p_a1_Mzgy;nq;5;;False;False;i;LongestVisitFeatureExtractor;6.7718537425049306;24.0;5.121063773246618;0.2133776572186091;0.09945324954902211;5.444153686602078;1.2431860315396772;5.758190761821455;4.379194704962645;0.25035612007919367;0.8039384625853228;0.18358134697100217;0.8503123340775935;6.768095816738941;0.9994450669035567;0.28200399236412255;0.06995589570082576;50.66165235573469
A01;nq_7p_a1_Mzgy;nq;6;;False;False;i;LongestVisitFeatureExtractor;12.24235480851425;41.0;8.916675746358834;0.2174798962526545;0.10095256533624809;11.130554690591243;2.891874759368281;11.677578278970438;3.8489061998738388;0.29193945697426094;0.9091841287633832;0.2362188324550972;0.9538670020288071;32.18817016748904;2.629246633589069;0.7850773211582693;0.04657054004575088;71.91303540803263
A01;nq_7p_a5_NTE0;nq;0;;False;False;i;LongestVisitFeatureExtractor;10.856074194756083;41.0;8.566779969446811;0.20894585291333687;0.08642053958893137;8.931152160747395;1.6768848203416955;9.134977424754181;5.326037932007466;0.22837443561885454;0.8226870966911315;0.15446512157697834;0.8414623243056629;14.976513486519242;1.3795515043323392;0.36528081674437174;0.05612478509259079;67.29090401762906
A01;nq_7p_a5_NTE0;nq;1;;False;False;i;LongestVisitFeatureExtractor;4.265316609260438;20.0;3.337550002161411;0.16687750010807054;0.038532994093929844;3.706759461905057;0.8732576515045357;3.8432129802074964;4.244748907173823;0.2022743673793419;0.8690467323943323;0.20473454411534284;0.9010381484608876;3.2369560623954263;0.7589017085783654;0.16184780311977132;0.05521420607993383;84.92350102878831
A01;nq_7p_a5_NTE0;nq;2;;False;False;i;LongestVisitFeatureExtractor;9.446350908644575;37.0;7.614915528397134;0.20580852779451714;0.07780291671918244;8.206270816988049;1.2301314231921325;8.327908717716399;6.67105210246005;0.23133079771434442;0.8687239015732836;0.13022292259611176;0.8816006094051976;10.094791599201573;1.0686445694033655;0.2728322053838263;0.05710507174988223;68.59034195353856
A01;nq_7p_a5_NTE0;nq;3;;False;False;i;LongestVisitFeatureExtractor;13.506835929324716;50.0;10.36206859876831;0.2072413719753662;0.08513052273935505;11.916404166282007;1.6773378228093718;12.148212917723422;7.104355487747382;0.24792271260660045;0.8822498643379743;0.12418436350201757;0.899412192558615;19.987835419987988;1.4798310666225214;0.39975670839975974;0.04824404459705962;76.73132004924643
A01;nq_7p_a5_NTE0;nq;4;;False;False;i;LongestVisitFeatureExtractor;6.084703072532548;23.0;5.036447295680404;0.21897596937740885;0.10686608691023759;4.416837387788816;1.0273818204661556;4.776291584877809;4.299119664960353;0.21710416294899132;0.7258920172665813;0.16884666486092695;0.7849670769373865;4.537778436169453;0.7457682621611902;0.19729471461606315;0.04693173226323091;80.54189835825962
A01;nq_7p_a5_NTE0;nq;5;;True;True;r;LongestVisitFeatureExtractor;16.25398899969585;52.0;13.22971083889253;0.25441751613254865;0.09293042017897837;10.571392087432518;1.878597715538496;10.96195179991345;5.627278261861535;0.21494023137085197;0.650387550257991;0.1155776416222288;0.6744160956500324;19.85939302551246;1.2218165661293408;0.38191140433677806;0.041091930813543905;77.85505824011504
