timestamp|gaze_x|gaze_y|fixation_x|fixation_y|fixation_id|scroll_y|paragraph_id|fixation_paragraph_id|enter|hover|leave|abs_y
3.642676712217785|1145.35292303926|624.975586719196|1176.7133291622256|623.7713984489646|10|1.0|2|2|None|(31, 'When')|None|624.975586719196
3.6547385556357246|1144.59811232683|626.0306392733455|1176.7133291622256|623.7713984489646|10|1.0|2|2|None|(31, 'When')|None|626.0306392733455
3.666800399053664|1143.8433016144|627.085691827495|1176.7133291622256|623.7713984489646|10|1.0|2|2|None|(31, 'When')|None|627.085691827495
3.678862242471604|1143.57790159852|624.40598744849|1176.7133291622256|623.7713984489646|10|1.0|2|2|None|(31, 'When')|None|624.40598744849
3.690924085889544|1142.19053363473|624.910792840048|1176.7133291622256|623.7713984489646|10|1.0|2|2|None|(31, 'When')|None|624.910792840048
3.7029859293074834|1142.44695702612|624.341787798746|1176.7133291622256|623.7713984489646|10|1.0|2|2|None|(31, 'When')|None|624.341787798746
3.715047772725423|1132.67804047937|624.846729453078|None|None|None|1.0|2|None|None|(31, 'When')|None|624.846729453078
3.727109616143363|977.641779016548|639.512022325106|940.4260665030247|649.0893268887206|11|1.0|2|2|(19, 'the')|None|(31, 'When')|639.512022325106
3.7391714595613026|964.561748249098|640.895896374416|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|640.895896374416
3.751233302979242|959.3847449138115|641.2175776705195|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|641.2175776705195
3.7632951463971818|954.207741578525|641.539258966623|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|641.539258966623
3.7753569898151214|947.681297884283|641.967732973091|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|641.967732973091
3.7874188332330614|941.812187480893|642.416481342503|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|642.416481342503
3.799480676651001|940.271063481445|642.453607274192|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|642.453607274192
3.8115425200689406|939.4676286040685|642.1518939070816|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|642.1518939070816
3.82360436348688|938.664193726692|641.850180539971|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|641.850180539971
3.83566620690482|936.957863616332|643.206086705498|940.4260665030247|649.0893268887206|11|1.0|2|2|None|(19, 'the')|None|643.206086705498
